,SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,active_confirmed
0,1,2020-01-22,Anhui,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
1,2,2020-01-22,Beijing,Mainland China,2020-01-22 17:00:00,14.0,0.0,0.0,14.0
2,3,2020-01-22,Chongqing,Mainland China,2020-01-22 17:00:00,6.0,0.0,0.0,6.0
3,4,2020-01-22,Fujian,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
4,5,2020-01-22,Gansu,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
5,6,2020-01-22,Guangdong,Mainland China,2020-01-22 17:00:00,26.0,0.0,0.0,26.0
6,7,2020-01-22,Guangxi,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,2.0
7,8,2020-01-22,Guizhou,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
8,9,2020-01-22,Hainan,Mainland China,2020-01-22 17:00:00,4.0,0.0,0.0,4.0
9,10,2020-01-22,Hebei,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
10,11,2020-01-22,Heilongjiang,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
11,12,2020-01-22,Henan,Mainland China,2020-01-22 17:00:00,5.0,0.0,0.0,5.0
13,14,2020-01-22,Hubei,Mainland China,2020-01-22 17:00:00,444.0,17.0,28.0,399.0
14,15,2020-01-22,Hunan,Mainland China,2020-01-22 17:00:00,4.0,0.0,0.0,4.0
15,16,2020-01-22,Inner Mongolia,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
16,17,2020-01-22,Jiangsu,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
17,18,2020-01-22,Jiangxi,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,2.0
18,19,2020-01-22,Jilin,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
19,20,2020-01-22,Liaoning,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,2.0
21,22,2020-01-22,Ningxia,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
22,23,2020-01-22,Qinghai,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
23,24,2020-01-22,Shaanxi,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
24,25,2020-01-22,Shandong,Mainland China,2020-01-22 17:00:00,2.0,0.0,0.0,2.0
25,26,2020-01-22,Shanghai,Mainland China,2020-01-22 17:00:00,9.0,0.0,0.0,9.0
26,27,2020-01-22,Shanxi,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
27,28,2020-01-22,Sichuan,Mainland China,2020-01-22 17:00:00,5.0,0.0,0.0,5.0
29,30,2020-01-22,Tianjin,Mainland China,2020-01-22 17:00:00,4.0,0.0,0.0,4.0
30,31,2020-01-22,Tibet,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
32,33,2020-01-22,Xinjiang,Mainland China,2020-01-22 17:00:00,0.0,0.0,0.0,0.0
33,34,2020-01-22,Yunnan,Mainland China,2020-01-22 17:00:00,1.0,0.0,0.0,1.0
34,35,2020-01-22,Zhejiang,Mainland China,2020-01-22 17:00:00,10.0,0.0,0.0,10.0
38,39,2020-01-23,Anhui,Mainland China,2020-01-23 17:00:00,9.0,0.0,0.0,9.0
39,40,2020-01-23,Beijing,Mainland China,2020-01-23 17:00:00,22.0,0.0,0.0,22.0
40,41,2020-01-23,Chongqing,Mainland China,2020-01-23 17:00:00,9.0,0.0,0.0,9.0
41,42,2020-01-23,Fujian,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,5.0
42,43,2020-01-23,Gansu,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,2.0
43,44,2020-01-23,Guangdong,Mainland China,2020-01-23 17:00:00,32.0,0.0,2.0,30.0
44,45,2020-01-23,Guangxi,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,5.0
45,46,2020-01-23,Guizhou,Mainland China,2020-01-23 17:00:00,3.0,0.0,0.0,3.0
46,47,2020-01-23,Hainan,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,5.0
47,48,2020-01-23,Hebei,Mainland China,2020-01-23 17:00:00,1.0,1.0,0.0,0.0
48,49,2020-01-23,Heilongjiang,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,2.0
49,50,2020-01-23,Henan,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,5.0
51,52,2020-01-23,Hubei,Mainland China,2020-01-23 17:00:00,444.0,17.0,28.0,399.0
52,53,2020-01-23,Hunan,Mainland China,2020-01-23 17:00:00,9.0,0.0,0.0,9.0
53,54,2020-01-23,Inner Mongolia,Mainland China,2020-01-23 17:00:00,0.0,0.0,0.0,0.0
54,55,2020-01-23,Jiangsu,Mainland China,2020-01-23 17:00:00,5.0,0.0,0.0,5.0
55,56,2020-01-23,Jiangxi,Mainland China,2020-01-23 17:00:00,7.0,0.0,0.0,7.0
56,57,2020-01-23,Jilin,Mainland China,2020-01-23 17:00:00,1.0,0.0,0.0,1.0
57,58,2020-01-23,Liaoning,Mainland China,2020-01-23 17:00:00,3.0,0.0,0.0,3.0
59,60,2020-01-23,Ningxia,Mainland China,2020-01-23 17:00:00,1.0,0.0,0.0,1.0
60,61,2020-01-23,Qinghai,Mainland China,2020-01-23 17:00:00,0.0,0.0,0.0,0.0
61,62,2020-01-23,Shaanxi,Mainland China,2020-01-23 17:00:00,3.0,0.0,0.0,3.0
62,63,2020-01-23,Shandong,Mainland China,2020-01-23 17:00:00,6.0,0.0,0.0,6.0
63,64,2020-01-23,Shanghai,Mainland China,2020-01-23 17:00:00,16.0,0.0,0.0,16.0
64,65,2020-01-23,Shanxi,Mainland China,2020-01-23 17:00:00,1.0,0.0,0.0,1.0
65,66,2020-01-23,Sichuan,Mainland China,2020-01-23 17:00:00,8.0,0.0,0.0,8.0
67,68,2020-01-23,Tianjin,Mainland China,2020-01-23 17:00:00,4.0,0.0,0.0,4.0
68,69,2020-01-23,Tibet,Mainland China,2020-01-23 17:00:00,0.0,0.0,0.0,0.0
70,71,2020-01-23,Xinjiang,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,2.0
71,72,2020-01-23,Yunnan,Mainland China,2020-01-23 17:00:00,2.0,0.0,0.0,2.0
72,73,2020-01-23,Zhejiang,Mainland China,2020-01-23 17:00:00,27.0,0.0,0.0,27.0
84,85,2020-01-24,Hubei,Mainland China,2020-01-24 17:00:00,549.0,24.0,31.0,494.0
85,86,2020-01-24,Guangdong,Mainland China,2020-01-24 17:00:00,53.0,0.0,2.0,51.0
86,87,2020-01-24,Zhejiang,Mainland China,2020-01-24 17:00:00,43.0,0.0,1.0,42.0
87,88,2020-01-24,Beijing,Mainland China,2020-01-24 17:00:00,36.0,0.0,1.0,35.0
88,89,2020-01-24,Chongqing,Mainland China,2020-01-24 17:00:00,27.0,0.0,0.0,27.0
89,90,2020-01-24,Hunan,Mainland China,2020-01-24 17:00:00,24.0,0.0,0.0,24.0
90,91,2020-01-24,Guangxi,Mainland China,2020-01-24 17:00:00,23.0,0.0,0.0,23.0
91,92,2020-01-24,Shanghai,Mainland China,2020-01-24 17:00:00,20.0,0.0,1.0,19.0
92,93,2020-01-24,Jiangxi,Mainland China,2020-01-24 17:00:00,18.0,0.0,0.0,18.0
93,94,2020-01-24,Sichuan,Mainland China,2020-01-24 17:00:00,15.0,0.0,0.0,15.0
94,95,2020-01-24,Shandong,Mainland China,2020-01-24 17:00:00,15.0,0.0,0.0,15.0
95,96,2020-01-24,Anhui,Mainland China,2020-01-24 17:00:00,15.0,0.0,0.0,15.0
96,97,2020-01-24,Fujian,Mainland China,2020-01-24 17:00:00,10.0,0.0,0.0,10.0
97,98,2020-01-24,Henan,Mainland China,2020-01-24 17:00:00,9.0,0.0,0.0,9.0
98,99,2020-01-24,Jiangsu,Mainland China,2020-01-24 17:00:00,9.0,0.0,0.0,9.0
99,100,2020-01-24,Hainan,Mainland China,2020-01-24 17:00:00,8.0,0.0,0.0,8.0
100,101,2020-01-24,Tianjin,Mainland China,2020-01-24 17:00:00,8.0,0.0,0.0,8.0
101,102,2020-01-24,Yunnan,Mainland China,2020-01-24 17:00:00,5.0,0.0,0.0,5.0
102,103,2020-01-24,Shaanxi,Mainland China,2020-01-24 17:00:00,5.0,0.0,0.0,5.0
103,104,2020-01-24,Heilongjiang,Mainland China,2020-01-24 17:00:00,4.0,1.0,0.0,3.0
104,105,2020-01-24,Liaoning,Mainland China,2020-01-24 17:00:00,4.0,0.0,0.0,4.0
105,106,2020-01-24,Guizhou,Mainland China,2020-01-24 17:00:00,3.0,0.0,0.0,3.0
106,107,2020-01-24,Jilin,Mainland China,2020-01-24 17:00:00,3.0,0.0,0.0,3.0
108,109,2020-01-24,Ningxia,Mainland China,2020-01-24 17:00:00,2.0,0.0,0.0,2.0
111,112,2020-01-24,Hebei,Mainland China,2020-01-24 17:00:00,2.0,1.0,0.0,1.0
112,113,2020-01-24,Gansu,Mainland China,2020-01-24 17:00:00,2.0,0.0,0.0,2.0
113,114,2020-01-24,Xinjiang,Mainland China,2020-01-24 17:00:00,2.0,0.0,0.0,2.0
114,115,2020-01-24,Shanxi,Mainland China,2020-01-24 17:00:00,1.0,0.0,0.0,1.0
115,116,2020-01-24,Inner Mongolia,Mainland China,2020-01-24 17:00:00,1.0,0.0,0.0,1.0
116,117,2020-01-24,Qinghai,Mainland China,2020-01-24 17:00:00,0.0,0.0,0.0,0.0
125,126,2020-01-25,Hubei,Mainland China,2020-01-25 17:00:00,761.0,40.0,32.0,689.0
126,127,2020-01-25,Guangdong,Mainland China,2020-01-25 17:00:00,78.0,0.0,2.0,76.0
127,128,2020-01-25,Zhejiang,Mainland China,2020-01-25 17:00:00,62.0,0.0,1.0,61.0
128,129,2020-01-25,Chongqing,Mainland China,2020-01-25 17:00:00,57.0,0.0,0.0,57.0
129,130,2020-01-25,Hunan,Mainland China,2020-01-25 17:00:00,43.0,0.0,0.0,43.0
130,131,2020-01-25,Beijing,Mainland China,2020-01-25 17:00:00,41.0,0.0,2.0,39.0
131,132,2020-01-25,Anhui,Mainland China,2020-01-25 17:00:00,39.0,0.0,0.0,39.0
132,133,2020-01-25,Shanghai,Mainland China,2020-01-25 17:00:00,33.0,0.0,1.0,32.0
133,134,2020-01-25,Henan,Mainland China,2020-01-25 17:00:00,32.0,0.0,0.0,32.0
134,135,2020-01-25,Sichuan,Mainland China,2020-01-25 17:00:00,28.0,0.0,0.0,28.0
135,136,2020-01-25,Shandong,Mainland China,2020-01-25 17:00:00,27.0,0.0,0.0,27.0
136,137,2020-01-25,Guangxi,Mainland China,2020-01-25 17:00:00,23.0,0.0,0.0,23.0
137,138,2020-01-25,Hainan,Mainland China,2020-01-25 17:00:00,19.0,0.0,0.0,19.0
138,139,2020-01-25,Jiangxi,Mainland China,2020-01-25 17:00:00,18.0,0.0,0.0,18.0
139,140,2020-01-25,Fujian,Mainland China,2020-01-25 17:00:00,18.0,0.0,0.0,18.0
140,141,2020-01-25,Jiangsu,Mainland China,2020-01-25 17:00:00,18.0,0.0,1.0,17.0
141,142,2020-01-25,Liaoning,Mainland China,2020-01-25 17:00:00,17.0,0.0,0.0,17.0
142,143,2020-01-25,Shaanxi,Mainland China,2020-01-25 17:00:00,15.0,0.0,0.0,15.0
143,144,2020-01-25,Yunnan,Mainland China,2020-01-25 17:00:00,11.0,0.0,0.0,11.0
144,145,2020-01-25,Tianjin,Mainland China,2020-01-25 17:00:00,10.0,0.0,0.0,10.0
145,146,2020-01-25,Heilongjiang,Mainland China,2020-01-25 17:00:00,9.0,1.0,0.0,8.0
146,147,2020-01-25,Hebei,Mainland China,2020-01-25 17:00:00,8.0,1.0,0.0,7.0
147,148,2020-01-25,Inner Mongolia,Mainland China,2020-01-25 17:00:00,7.0,0.0,0.0,7.0
148,149,2020-01-25,Shanxi,Mainland China,2020-01-25 17:00:00,6.0,0.0,0.0,6.0
150,151,2020-01-25,Guizhou,Mainland China,2020-01-25 17:00:00,4.0,0.0,0.0,4.0
151,152,2020-01-25,Jilin,Mainland China,2020-01-25 17:00:00,4.0,0.0,0.0,4.0
152,153,2020-01-25,Gansu,Mainland China,2020-01-25 17:00:00,4.0,0.0,0.0,4.0
153,154,2020-01-25,Ningxia,Mainland China,2020-01-25 17:00:00,3.0,0.0,0.0,3.0
155,156,2020-01-25,Xinjiang,Mainland China,2020-01-25 17:00:00,3.0,0.0,0.0,3.0
157,158,2020-01-25,Qinghai,Mainland China,2020-01-25 17:00:00,1.0,0.0,0.0,1.0
169,170,2020-01-26,Hubei,Mainland China,2020-01-26 16:00:00,1058.0,52.0,42.0,964.0
170,171,2020-01-26,Guangdong,Mainland China,2020-01-26 16:00:00,111.0,0.0,2.0,109.0
171,172,2020-01-26,Zhejiang,Mainland China,2020-01-26 16:00:00,104.0,0.0,1.0,103.0
172,173,2020-01-26,Henan,Mainland China,2020-01-26 16:00:00,83.0,1.0,0.0,82.0
173,174,2020-01-26,Chongqing,Mainland China,2020-01-26 16:00:00,75.0,0.0,0.0,75.0
174,175,2020-01-26,Hunan,Mainland China,2020-01-26 16:00:00,69.0,0.0,0.0,69.0
175,176,2020-01-26,Beijing,Mainland China,2020-01-26 16:00:00,68.0,0.0,2.0,66.0
176,177,2020-01-26,Anhui,Mainland China,2020-01-26 16:00:00,60.0,0.0,0.0,60.0
177,178,2020-01-26,Shandong,Mainland China,2020-01-26 16:00:00,46.0,0.0,0.0,46.0
178,179,2020-01-26,Sichuan,Mainland China,2020-01-26 16:00:00,44.0,0.0,0.0,44.0
179,180,2020-01-26,Shanghai,Mainland China,2020-01-26 16:00:00,40.0,1.0,1.0,38.0
180,181,2020-01-26,Guangxi,Mainland China,2020-01-26 16:00:00,36.0,0.0,0.0,36.0
181,182,2020-01-26,Jiangxi,Mainland China,2020-01-26 16:00:00,36.0,0.0,0.0,36.0
182,183,2020-01-26,Fujian,Mainland China,2020-01-26 16:00:00,35.0,0.0,0.0,35.0
183,184,2020-01-26,Jiangsu,Mainland China,2020-01-26 16:00:00,33.0,0.0,1.0,32.0
184,185,2020-01-26,Hainan,Mainland China,2020-01-26 16:00:00,22.0,0.0,0.0,22.0
185,186,2020-01-26,Shaanxi,Mainland China,2020-01-26 16:00:00,22.0,0.0,0.0,22.0
186,187,2020-01-26,Liaoning,Mainland China,2020-01-26 16:00:00,21.0,0.0,0.0,21.0
187,188,2020-01-26,Yunnan,Mainland China,2020-01-26 16:00:00,16.0,0.0,0.0,16.0
188,189,2020-01-26,Heilongjiang,Mainland China,2020-01-26 16:00:00,15.0,1.0,0.0,14.0
189,190,2020-01-26,Tianjin,Mainland China,2020-01-26 16:00:00,14.0,0.0,0.0,14.0
190,191,2020-01-26,Hebei,Mainland China,2020-01-26 16:00:00,13.0,1.0,0.0,12.0
191,192,2020-01-26,Shanxi,Mainland China,2020-01-26 16:00:00,9.0,0.0,0.0,9.0
193,194,2020-01-26,Inner Mongolia,Mainland China,2020-01-26 16:00:00,7.0,0.0,0.0,7.0
194,195,2020-01-26,Gansu,Mainland China,2020-01-26 16:00:00,7.0,0.0,0.0,7.0
195,196,2020-01-26,Guizhou,Mainland China,2020-01-26 16:00:00,5.0,0.0,0.0,5.0
197,198,2020-01-26,Ningxia,Mainland China,2020-01-26 16:00:00,4.0,0.0,0.0,4.0
198,199,2020-01-26,Jilin,Mainland China,2020-01-26 16:00:00,4.0,0.0,0.0,4.0
200,201,2020-01-26,Xinjiang,Mainland China,2020-01-26 16:00:00,4.0,0.0,0.0,4.0
201,202,2020-01-26,Qinghai,Mainland China,2020-01-26 16:00:00,1.0,0.0,0.0,1.0
216,217,2020-01-27,Hubei,Mainland China,2020-01-27 23:59:00,1423.0,76.0,45.0,1302.0
217,218,2020-01-27,Guangdong,Mainland China,2020-01-27 23:59:00,151.0,0.0,4.0,147.0
218,219,2020-01-27,Zhejiang,Mainland China,2020-01-27 23:59:00,128.0,0.0,1.0,127.0
219,220,2020-01-27,Henan,Mainland China,2020-01-27 23:59:00,128.0,1.0,0.0,127.0
220,221,2020-01-27,Chongqing,Mainland China,2020-01-27 23:59:00,110.0,0.0,0.0,110.0
221,222,2020-01-27,Hunan,Mainland China,2020-01-27 23:59:00,100.0,0.0,0.0,100.0
222,223,2020-01-27,Beijing,Mainland China,2020-01-27 23:59:00,80.0,1.0,2.0,77.0
223,224,2020-01-27,Shandong,Mainland China,2020-01-27 23:59:00,75.0,0.0,0.0,75.0
224,225,2020-01-27,Jiangxi,Mainland China,2020-01-27 23:59:00,72.0,0.0,2.0,70.0
225,226,2020-01-27,Anhui,Mainland China,2020-01-27 23:59:00,70.0,0.0,0.0,70.0
226,227,2020-01-27,Sichuan,Mainland China,2020-01-27 23:59:00,69.0,0.0,0.0,69.0
227,228,2020-01-27,Fujian,Mainland China,2020-01-27 23:59:00,59.0,0.0,0.0,59.0
228,229,2020-01-27,Shanghai,Mainland China,2020-01-27 23:59:00,53.0,1.0,3.0,49.0
229,230,2020-01-27,Jiangsu,Mainland China,2020-01-27 23:59:00,47.0,0.0,1.0,46.0
230,231,2020-01-27,Guangxi,Mainland China,2020-01-27 23:59:00,46.0,0.0,0.0,46.0
231,232,2020-01-27,Shaanxi,Mainland China,2020-01-27 23:59:00,35.0,0.0,0.0,35.0
232,233,2020-01-27,Hainan,Mainland China,2020-01-27 23:59:00,33.0,1.0,0.0,32.0
233,234,2020-01-27,Liaoning,Mainland China,2020-01-27 23:59:00,27.0,0.0,0.0,27.0
234,235,2020-01-27,Yunnan,Mainland China,2020-01-27 23:59:00,26.0,0.0,0.0,26.0
235,236,2020-01-27,Tianjin,Mainland China,2020-01-27 23:59:00,23.0,0.0,0.0,23.0
236,237,2020-01-27,Heilongjiang,Mainland China,2020-01-27 23:59:00,21.0,1.0,0.0,20.0
237,238,2020-01-27,Hebei,Mainland China,2020-01-27 23:59:00,18.0,1.0,0.0,17.0
238,239,2020-01-27,Gansu,Mainland China,2020-01-27 23:59:00,14.0,0.0,0.0,14.0
239,240,2020-01-27,Shanxi,Mainland China,2020-01-27 23:59:00,13.0,0.0,0.0,13.0
240,241,2020-01-27,Inner Mongolia,Mainland China,2020-01-27 23:59:00,11.0,0.0,0.0,11.0
242,243,2020-01-27,Guizhou,Mainland China,2020-01-27 23:59:00,7.0,0.0,0.0,7.0
243,244,2020-01-27,Ningxia,Mainland China,2020-01-27 23:59:00,7.0,0.0,0.0,7.0
244,245,2020-01-27,Jilin,Mainland China,2020-01-27 23:59:00,6.0,0.0,0.0,6.0
246,247,2020-01-27,Qinghai,Mainland China,2020-01-27 23:59:00,6.0,0.0,0.0,6.0
248,249,2020-01-27,Xinjiang,Mainland China,2020-01-27 23:59:00,5.0,0.0,0.0,5.0
267,268,2020-01-28,Hubei,Mainland China,2020-01-28 23:00:00,3554.0,125.0,80.0,3349.0
268,269,2020-01-28,Guangdong,Mainland China,2020-01-28 23:00:00,207.0,0.0,4.0,203.0
269,270,2020-01-28,Zhejiang,Mainland China,2020-01-28 23:00:00,173.0,0.0,3.0,170.0
270,271,2020-01-28,Henan,Mainland China,2020-01-28 23:00:00,168.0,1.0,0.0,167.0
271,272,2020-01-28,Hunan,Mainland China,2020-01-28 23:00:00,143.0,0.0,0.0,143.0
272,273,2020-01-28,Chongqing,Mainland China,2020-01-28 23:00:00,132.0,0.0,0.0,132.0
273,274,2020-01-28,Jiangxi,Mainland China,2020-01-28 23:00:00,109.0,0.0,3.0,106.0
274,275,2020-01-28,Anhui,Mainland China,2020-01-28 23:00:00,106.0,0.0,0.0,106.0
275,276,2020-01-28,Shandong,Mainland China,2020-01-28 23:00:00,95.0,0.0,0.0,95.0
276,277,2020-01-28,Beijing,Mainland China,2020-01-28 23:00:00,91.0,1.0,4.0,86.0
277,278,2020-01-28,Sichuan,Mainland China,2020-01-28 23:00:00,90.0,0.0,0.0,90.0
278,279,2020-01-28,Fujian,Mainland China,2020-01-28 23:00:00,80.0,0.0,0.0,80.0
279,280,2020-01-28,Jiangsu,Mainland China,2020-01-28 23:00:00,70.0,0.0,1.0,69.0
280,281,2020-01-28,Shanghai,Mainland China,2020-01-28 23:00:00,66.0,1.0,4.0,61.0
281,282,2020-01-28,Guangxi,Mainland China,2020-01-28 23:00:00,51.0,0.0,2.0,49.0
282,283,2020-01-28,Shaanxi,Mainland China,2020-01-28 23:00:00,46.0,0.0,0.0,46.0
283,284,2020-01-28,Yunnan,Mainland China,2020-01-28 23:00:00,44.0,0.0,0.0,44.0
284,285,2020-01-28,Hainan,Mainland China,2020-01-28 23:00:00,40.0,1.0,0.0,39.0
285,286,2020-01-28,Liaoning,Mainland China,2020-01-28 23:00:00,34.0,0.0,0.0,34.0
286,287,2020-01-28,Hebei,Mainland China,2020-01-28 23:00:00,33.0,1.0,0.0,32.0
287,288,2020-01-28,Heilongjiang,Mainland China,2020-01-28 23:00:00,33.0,1.0,0.0,32.0
288,289,2020-01-28,Shanxi,Mainland China,2020-01-28 23:00:00,27.0,0.0,0.0,27.0
289,290,2020-01-28,Tianjin,Mainland China,2020-01-28 23:00:00,24.0,0.0,0.0,24.0
290,291,2020-01-28,Gansu,Mainland China,2020-01-28 23:00:00,19.0,0.0,0.0,19.0
291,292,2020-01-28,Inner Mongolia,Mainland China,2020-01-28 23:00:00,15.0,0.0,0.0,15.0
292,293,2020-01-28,Ningxia,Mainland China,2020-01-28 23:00:00,11.0,0.0,0.0,11.0
293,294,2020-01-28,Xinjiang,Mainland China,2020-01-28 23:00:00,10.0,0.0,0.0,10.0
294,295,2020-01-28,Guizhou,Mainland China,2020-01-28 23:00:00,9.0,0.0,0.0,9.0
295,296,2020-01-28,Jilin,Mainland China,2020-01-28 23:00:00,8.0,0.0,0.0,8.0
299,300,2020-01-28,Qinghai,Mainland China,2020-01-28 23:00:00,6.0,0.0,0.0,6.0
319,320,2020-01-29,Hubei,Mainland China,2020-01-29 19:30:00,3554.0,125.0,88.0,3341.0
320,321,2020-01-29,Zhejiang,Mainland China,2020-01-29 19:30:00,296.0,0.0,3.0,293.0
321,322,2020-01-29,Guangdong,Mainland China,2020-01-29 19:30:00,277.0,0.0,5.0,272.0
322,323,2020-01-29,Hunan,Mainland China,2020-01-29 19:30:00,221.0,0.0,0.0,221.0
323,324,2020-01-29,Henan,Mainland China,2020-01-29 19:30:00,206.0,2.0,1.0,203.0
324,325,2020-01-29,Anhui,Mainland China,2020-01-29 19:30:00,152.0,0.0,2.0,150.0
325,326,2020-01-29,Chongqing,Mainland China,2020-01-29 19:30:00,147.0,0.0,1.0,146.0
326,327,2020-01-29,Shandong,Mainland China,2020-01-29 19:30:00,130.0,0.0,1.0,129.0
327,328,2020-01-29,Beijing,Mainland China,2020-01-29 19:30:00,111.0,1.0,4.0,106.0
328,329,2020-01-29,Jiangxi,Mainland China,2020-01-29 19:30:00,109.0,0.0,3.0,106.0
329,330,2020-01-29,Sichuan,Mainland China,2020-01-29 19:30:00,108.0,1.0,1.0,106.0
330,331,2020-01-29,Jiangsu,Mainland China,2020-01-29 19:30:00,99.0,0.0,1.0,98.0
331,332,2020-01-29,Shanghai,Mainland China,2020-01-29 19:30:00,96.0,1.0,5.0,90.0
332,333,2020-01-29,Fujian,Mainland China,2020-01-29 19:30:00,84.0,0.0,0.0,84.0
333,334,2020-01-29,Guangxi,Mainland China,2020-01-29 19:30:00,58.0,0.0,2.0,56.0
334,335,2020-01-29,Shaanxi,Mainland China,2020-01-29 19:30:00,56.0,0.0,0.0,56.0
335,336,2020-01-29,Yunnan,Mainland China,2020-01-29 19:30:00,55.0,0.0,0.0,55.0
336,337,2020-01-29,Hebei,Mainland China,2020-01-29 19:30:00,48.0,1.0,0.0,47.0
337,338,2020-01-29,Hainan,Mainland China,2020-01-29 19:30:00,43.0,1.0,0.0,42.0
338,339,2020-01-29,Liaoning,Mainland China,2020-01-29 19:30:00,39.0,0.0,1.0,38.0
339,340,2020-01-29,Heilongjiang,Mainland China,2020-01-29 19:30:00,38.0,1.0,0.0,37.0
340,341,2020-01-29,Tianjin,Mainland China,2020-01-29 19:30:00,27.0,0.0,0.0,27.0
341,342,2020-01-29,Shanxi,Mainland China,2020-01-29 19:30:00,27.0,0.0,1.0,26.0
342,343,2020-01-29,Gansu,Mainland China,2020-01-29 19:30:00,24.0,0.0,0.0,24.0
343,344,2020-01-29,Inner Mongolia,Mainland China,2020-01-29 19:30:00,16.0,0.0,0.0,16.0
344,345,2020-01-29,Xinjiang,Mainland China,2020-01-29 19:30:00,13.0,0.0,0.0,13.0
345,346,2020-01-29,Ningxia,Mainland China,2020-01-29 19:30:00,12.0,0.0,0.0,12.0
347,348,2020-01-29,Guizhou,Mainland China,2020-01-29 19:30:00,9.0,0.0,1.0,8.0
348,349,2020-01-29,Jilin,Mainland China,2020-01-29 19:30:00,9.0,0.0,0.0,9.0
351,352,2020-01-29,Qinghai,Mainland China,2020-01-29 19:30:00,6.0,0.0,0.0,6.0
373,374,2020-01-30,Hubei,Mainland China,2020-01-30 16:00:00,4903.0,162.0,90.0,4651.0
374,375,2020-01-30,Zhejiang,Mainland China,2020-01-30 16:00:00,428.0,0.0,4.0,424.0
375,376,2020-01-30,Guangdong,Mainland China,2020-01-30 16:00:00,354.0,0.0,10.0,344.0
376,377,2020-01-30,Henan,Mainland China,2020-01-30 16:00:00,278.0,2.0,2.0,274.0
377,378,2020-01-30,Hunan,Mainland China,2020-01-30 16:00:00,277.0,0.0,2.0,275.0
378,379,2020-01-30,Anhui,Mainland China,2020-01-30 16:00:00,200.0,0.0,2.0,198.0
379,380,2020-01-30,Chongqing,Mainland China,2020-01-30 16:00:00,182.0,0.0,1.0,181.0
380,381,2020-01-30,Jiangxi,Mainland China,2020-01-30 16:00:00,162.0,0.0,5.0,157.0
381,382,2020-01-30,Shandong,Mainland China,2020-01-30 16:00:00,158.0,0.0,1.0,157.0
382,383,2020-01-30,Sichuan,Mainland China,2020-01-30 16:00:00,142.0,1.0,1.0,140.0
383,384,2020-01-30,Jiangsu,Mainland China,2020-01-30 16:00:00,129.0,0.0,1.0,128.0
384,385,2020-01-30,Beijing,Mainland China,2020-01-30 16:00:00,114.0,1.0,4.0,109.0
385,386,2020-01-30,Shanghai,Mainland China,2020-01-30 16:00:00,112.0,1.0,5.0,106.0
386,387,2020-01-30,Fujian,Mainland China,2020-01-30 16:00:00,101.0,0.0,0.0,101.0
387,388,2020-01-30,Guangxi,Mainland China,2020-01-30 16:00:00,78.0,0.0,2.0,76.0
388,389,2020-01-30,Yunnan,Mainland China,2020-01-30 16:00:00,70.0,0.0,0.0,70.0
389,390,2020-01-30,Hebei,Mainland China,2020-01-30 16:00:00,65.0,1.0,0.0,64.0
390,391,2020-01-30,Shaanxi,Mainland China,2020-01-30 16:00:00,63.0,0.0,0.0,63.0
391,392,2020-01-30,Hainan,Mainland China,2020-01-30 16:00:00,46.0,1.0,1.0,44.0
392,393,2020-01-30,Heilongjiang,Mainland China,2020-01-30 16:00:00,44.0,2.0,0.0,42.0
393,394,2020-01-30,Liaoning,Mainland China,2020-01-30 16:00:00,41.0,0.0,1.0,40.0
394,395,2020-01-30,Shanxi,Mainland China,2020-01-30 16:00:00,35.0,0.0,1.0,34.0
395,396,2020-01-30,Tianjin,Mainland China,2020-01-30 16:00:00,31.0,0.0,0.0,31.0
396,397,2020-01-30,Gansu,Mainland China,2020-01-30 16:00:00,26.0,0.0,0.0,26.0
397,398,2020-01-30,Inner Mongolia,Mainland China,2020-01-30 16:00:00,19.0,0.0,0.0,19.0
398,399,2020-01-30,Ningxia,Mainland China,2020-01-30 16:00:00,17.0,0.0,0.0,17.0
