,SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,active_confirmed
7433,7434,2020-03-21,Indiana,US,2020-03-21 23:13:18,128.0,4.0,0.0,124.0
7436,7437,2020-03-21,Arkansas,US,2020-03-21 23:13:17,122.0,0.0,0.0,122.0
7437,7438,2020-03-21,Arizona,US,2020-03-21 23:13:18,118.0,1.0,0.0,117.0
7439,7440,2020-03-21,Oregon,US,2020-03-21 23:13:18,114.0,5.0,0.0,109.0
7450,7451,2020-03-21,Kentucky,US,2020-03-21 23:13:17,87.0,3.0,0.0,84.0
7458,7459,2020-03-21,District of Columbia,US,2020-03-21 02:43:03,98.0,1.0,0.0,97.0
7464,7465,2020-03-21,Missouri,US,2020-03-21 17:43:03,74.0,3.0,0.0,71.0
7466,7467,2020-03-21,Maine,US,2020-03-21 23:13:18,70.0,0.0,0.0,70.0
7468,7469,2020-03-21,Iowa,US,2020-03-21 19:43:03,68.0,0.0,0.0,68.0
7470,7471,2020-03-21,Rhode Island,US,2020-03-21 19:43:03,66.0,0.0,0.0,66.0
7473,7474,2020-03-21,Kansas,US,2020-03-21 23:13:18,57.0,2.0,0.0,55.0
7474,7475,2020-03-21,New Hampshire,US,2020-03-21 00:13:22,55.0,0.0,0.0,55.0
7479,7480,2020-03-21,Oklahoma,US,2020-03-21 17:43:03,53.0,1.0,0.0,52.0
7484,7485,2020-03-21,Diamond Princess cruise ship,US,2020-03-20 19:43:03,49.0,0.0,0.0,49.0
7488,7489,2020-03-21,Delaware,US,2020-03-21 23:13:18,45.0,0.0,0.0,45.0
7489,7490,2020-03-21,New Mexico,US,2020-03-20 21:43:03,43.0,0.0,0.0,43.0
7491,7492,2020-03-21,Nebraska,US,2020-03-21 17:43:03,38.0,0.0,0.0,38.0
7493,7494,2020-03-21,Hawaii,US,2020-03-21 02:43:03,37.0,0.0,0.0,37.0
7494,7495,2020-03-21,Idaho,US,2020-03-21 02:43:03,36.0,0.0,0.0,36.0
7497,7498,2020-03-21,Vermont,US,2020-03-20 21:43:03,29.0,2.0,0.0,27.0
7498,7499,2020-03-21,North Dakota,US,2020-03-21 23:13:18,28.0,0.0,0.0,28.0
7505,7506,2020-03-21,Grand Princess,US,2020-03-20 19:43:03,23.0,0.0,0.0,23.0
7506,7507,2020-03-21,Wyoming,US,2020-03-21 19:43:03,23.0,0.0,0.0,23.0
7510,7511,2020-03-21,Montana,US,2020-03-21 17:43:03,21.0,0.0,0.0,21.0
7511,7512,2020-03-21,Puerto Rico,US,2020-03-21 19:43:03,21.0,1.0,0.0,20.0
7526,7527,2020-03-21,Alaska,US,2020-03-21 23:13:18,15.0,0.0,0.0,15.0
7527,7528,2020-03-21,Guam,US,2020-03-21 17:43:03,15.0,0.0,0.0,15.0
7532,7533,2020-03-21,South Dakota,US,2020-03-20 02:43:10,14.0,1.0,0.0,13.0
7540,7541,2020-03-21,West Virginia,US,2020-03-21 02:43:03,8.0,0.0,0.0,8.0
7549,7550,2020-03-21,United States Virgin Islands,US,2020-03-21 17:43:03,6.0,0.0,0.0,6.0
7600,7601,2020-03-21,US,US,2020-03-21 19:43:03,1.0,0.0,171.0,-170.0
7779,7780,2020-03-22,Alabama,US,2020-03-08 05:31:00,180.0,0.0,0.0,180.0
7780,7781,2020-03-22,Alaska,US,2020-03-08 05:31:00,20.0,0.0,0.0,20.0
7782,7783,2020-03-22,American Samoa,US,2020-03-08 05:31:00,0.0,0.0,0.0,0.0
7784,7785,2020-03-22,Arizona,US,2020-03-08 05:31:00,152.0,2.0,0.0,150.0
7785,7786,2020-03-22,Arkansas,US,2020-03-08 05:31:00,165.0,0.0,0.0,165.0
7791,7792,2020-03-22,California,US,2020-03-08 05:31:00,1646.0,30.0,0.0,1616.0
7795,7796,2020-03-22,Colorado,US,2020-03-08 05:31:00,591.0,6.0,0.0,585.0
7796,7797,2020-03-22,Connecticut,US,2020-03-08 05:31:00,327.0,8.0,0.0,319.0
7798,7799,2020-03-22,Delaware,US,2020-03-08 05:31:00,56.0,0.0,0.0,56.0
7801,7802,2020-03-22,Diamond Princess cruise ship,US,2020-03-08 05:31:00,49.0,0.0,0.0,49.0
7802,7803,2020-03-22,District of Columbia,US,2020-03-08 05:31:00,204.0,2.0,0.0,202.0
7805,7806,2020-03-22,Florida,US,2020-03-08 05:31:00,1004.0,13.0,0.0,991.0
7810,7811,2020-03-22,Georgia,US,2020-03-08 05:31:00,621.0,25.0,0.0,596.0
7813,7814,2020-03-22,Grand Princess,US,2020-03-08 05:31:00,30.0,1.0,0.0,29.0
7816,7817,2020-03-22,Guam,US,2020-03-08 05:31:00,27.0,1.0,0.0,26.0
7821,7822,2020-03-22,Hawaii,US,2020-03-08 05:31:00,53.0,0.0,0.0,53.0
7828,7829,2020-03-22,Idaho,US,2020-03-08 05:31:00,42.0,0.0,0.0,42.0
7829,7830,2020-03-22,Illinois,US,2020-03-08 05:31:00,1049.0,9.0,0.0,1040.0
7830,7831,2020-03-22,Indiana,US,2020-03-08 05:31:00,204.0,6.0,0.0,198.0
7832,7833,2020-03-22,Iowa,US,2020-03-08 05:31:00,90.0,0.0,0.0,90.0
7838,7839,2020-03-22,Kansas,US,2020-03-08 05:31:00,65.0,2.0,0.0,63.0
7839,7840,2020-03-22,Kentucky,US,2020-03-08 05:31:00,103.0,3.0,0.0,100.0
7841,7842,2020-03-22,Louisiana,US,2020-03-08 05:31:00,837.0,20.0,0.0,817.0
7843,7844,2020-03-22,Maine,US,2020-03-08 05:31:00,89.0,0.0,0.0,89.0
7846,7847,2020-03-22,Maryland,US,2020-03-08 05:31:00,244.0,3.0,0.0,241.0
7847,7848,2020-03-22,Massachusetts,US,2020-03-08 05:31:00,646.0,5.0,0.0,641.0
7849,7850,2020-03-22,Michigan,US,2020-03-08 05:31:00,1035.0,9.0,0.0,1026.0
7850,7851,2020-03-22,Minnesota,US,2020-03-08 05:31:00,167.0,1.0,0.0,166.0
7851,7852,2020-03-22,Mississippi,US,2020-03-08 05:31:00,207.0,1.0,0.0,206.0
7852,7853,2020-03-22,Missouri,US,2020-03-08 05:31:00,87.0,3.0,0.0,84.0
7853,7854,2020-03-22,Montana,US,2020-03-08 05:31:00,34.0,0.0,0.0,34.0
7855,7856,2020-03-22,Nebraska,US,2020-03-08 05:31:00,51.0,0.0,0.0,51.0
7856,7857,2020-03-22,Nevada,US,2020-03-08 05:31:00,190.0,2.0,0.0,188.0
7859,7860,2020-03-22,New Hampshire,US,2020-03-08 05:31:00,74.0,0.0,0.0,74.0
7860,7861,2020-03-22,New Jersey,US,2020-03-08 05:31:00,1914.0,20.0,0.0,1894.0
7861,7862,2020-03-22,New Mexico,US,2020-03-08 05:31:00,57.0,0.0,0.0,57.0
7863,7864,2020-03-22,New York,US,2020-03-08 05:31:00,15800.0,117.0,0.0,15683.0
7866,7867,2020-03-22,North Carolina,US,2020-03-08 05:31:00,305.0,0.0,0.0,305.0
7867,7868,2020-03-22,North Dakota,US,2020-03-08 05:31:00,28.0,0.0,0.0,28.0
7868,7869,2020-03-22,Northern Mariana Islands,US,2020-03-08 05:31:00,0.0,0.0,0.0,0.0
7873,7874,2020-03-22,Ohio,US,2020-03-08 05:31:00,356.0,3.0,0.0,353.0
7874,7875,2020-03-22,Oklahoma,US,2020-03-08 05:31:00,67.0,2.0,0.0,65.0
7876,7877,2020-03-22,Oregon,US,2020-03-08 05:31:00,161.0,5.0,0.0,156.0
7877,7878,2020-03-22,Pennsylvania,US,2020-03-08 05:31:00,509.0,4.0,0.0,505.0
7879,7880,2020-03-22,Puerto Rico,US,2020-03-08 05:31:00,23.0,1.0,0.0,22.0
7884,7885,2020-03-22,Rhode Island,US,2020-03-08 05:31:00,83.0,0.0,0.0,83.0
7894,7895,2020-03-22,South Carolina,US,2020-03-08 05:31:00,196.0,3.0,0.0,193.0
7895,7896,2020-03-22,South Dakota,US,2020-03-08 05:31:00,21.0,1.0,0.0,20.0
7898,7899,2020-03-22,Tennessee,US,2020-03-08 05:31:00,505.0,2.0,0.0,503.0
7899,7900,2020-03-22,Texas,US,2020-03-08 05:31:00,643.0,7.0,0.0,636.0
7902,7903,2020-03-22,Utah,US,2020-03-08 05:31:00,162.0,1.0,0.0,161.0
7903,7904,2020-03-22,Vermont,US,2020-03-08 05:31:00,52.0,2.0,0.0,50.0
7905,7906,2020-03-22,Virgin Islands,US,2020-03-08 05:31:00,6.0,0.0,0.0,6.0
7906,7907,2020-03-22,Virginia,US,2020-03-08 05:31:00,220.0,6.0,0.0,214.0
7907,7908,2020-03-22,Washington,US,2020-03-08 05:31:00,1997.0,97.0,0.0,1900.0
7908,7909,2020-03-22,West Virginia,US,2020-03-08 05:31:00,16.0,0.0,0.0,16.0
7910,7911,2020-03-22,Wisconsin,US,2020-03-08 05:31:00,381.0,4.0,0.0,377.0
7911,7912,2020-03-22,Wuhan Evacuee,US,2020-03-08 05:31:00,4.0,0.0,0.0,4.0
7912,7913,2020-03-22,Wyoming,US,2020-03-08 05:31:00,26.0,0.0,0.0,26.0
8078,8079,2020-03-23,Alabama,US,2020-03-23 23:23:20,224.0,0.0,0.0,224.0
8079,8080,2020-03-23,Alaska,US,2020-03-23 23:23:20,30.0,0.0,0.0,30.0
8081,8082,2020-03-23,American Samoa,US,2020-03-23 23:23:20,0.0,0.0,0.0,0.0
8083,8084,2020-03-23,Arizona,US,2020-03-23 23:23:20,235.0,2.0,0.0,233.0
8084,8085,2020-03-23,Arkansas,US,2020-03-23 23:23:20,192.0,0.0,0.0,192.0
8090,8091,2020-03-23,California,US,2020-03-23 23:23:20,2108.0,39.0,0.0,2069.0
8094,8095,2020-03-23,Colorado,US,2020-03-23 23:23:20,704.0,7.0,0.0,697.0
8095,8096,2020-03-23,Connecticut,US,2020-03-23 23:23:20,415.0,10.0,0.0,405.0
8097,8098,2020-03-23,Delaware,US,2020-03-23 23:23:20,68.0,0.0,0.0,68.0
8100,8101,2020-03-23,Diamond Princess cruise ship,US,2020-03-23 23:23:20,49.0,0.0,0.0,49.0
8101,8102,2020-03-23,District of Columbia,US,2020-03-23 23:23:20,120.0,2.0,0.0,118.0
8103,8104,2020-03-23,Florida,US,2020-03-23 23:23:20,1227.0,18.0,0.0,1209.0
8108,8109,2020-03-23,Georgia,US,2020-03-23 23:23:20,772.0,25.0,0.0,747.0
8111,8112,2020-03-23,Grand Princess,US,2020-03-23 23:23:20,28.0,1.0,0.0,27.0
8114,8115,2020-03-23,Guam,US,2020-03-23 23:23:20,29.0,1.0,0.0,28.0
8119,8120,2020-03-23,Hawaii,US,2020-03-23 23:23:20,56.0,0.0,0.0,56.0
8126,8127,2020-03-23,Idaho,US,2020-03-23 23:23:20,68.0,0.0,0.0,68.0
8127,8128,2020-03-23,Illinois,US,2020-03-23 23:23:20,1285.0,12.0,0.0,1273.0
8128,8129,2020-03-23,Indiana,US,2020-03-23 23:23:20,270.0,7.0,0.0,263.0
8130,8131,2020-03-23,Iowa,US,2020-03-23 23:23:20,105.0,0.0,0.0,105.0
8135,8136,2020-03-23,Kansas,US,2020-03-23 23:23:20,84.0,2.0,0.0,82.0
8136,8137,2020-03-23,Kentucky,US,2020-03-23 23:23:20,123.0,4.0,0.0,119.0
8138,8139,2020-03-23,Louisiana,US,2020-03-23 23:23:20,1172.0,35.0,0.0,1137.0
8140,8141,2020-03-23,Maine,US,2020-03-23 23:23:20,107.0,0.0,0.0,107.0
8143,8144,2020-03-23,Maryland,US,2020-03-23 23:23:20,290.0,3.0,0.0,287.0
8144,8145,2020-03-23,Massachusetts,US,2020-03-23 23:23:20,777.0,9.0,0.0,768.0
8146,8147,2020-03-23,Michigan,US,2020-03-23 23:23:20,1329.0,15.0,0.0,1314.0
8147,8148,2020-03-23,Minnesota,US,2020-03-23 23:23:20,234.0,1.0,0.0,233.0
8148,8149,2020-03-23,Mississippi,US,2020-03-23 23:23:20,249.0,1.0,0.0,248.0
8149,8150,2020-03-23,Missouri,US,2020-03-23 23:23:20,187.0,4.0,0.0,183.0
8150,8151,2020-03-23,Montana,US,2020-03-23 23:23:20,34.0,0.0,0.0,34.0
8152,8153,2020-03-23,Nebraska,US,2020-03-23 23:23:20,51.0,0.0,0.0,51.0
8153,8154,2020-03-23,Nevada,US,2020-03-23 23:23:20,245.0,4.0,0.0,241.0
8156,8157,2020-03-23,New Hampshire,US,2020-03-23 23:23:20,101.0,1.0,0.0,100.0
8157,8158,2020-03-23,New Jersey,US,2020-03-23 23:23:20,2844.0,27.0,0.0,2817.0
8158,8159,2020-03-23,New Mexico,US,2020-03-23 23:23:20,83.0,0.0,0.0,83.0
8160,8161,2020-03-23,New York,US,2020-03-23 23:23:20,20884.0,158.0,0.0,20726.0
8163,8164,2020-03-23,North Carolina,US,2020-03-23 23:23:20,353.0,0.0,0.0,353.0
8164,8165,2020-03-23,North Dakota,US,2020-03-23 23:23:20,30.0,0.0,0.0,30.0
8165,8166,2020-03-23,Northern Mariana Islands,US,2020-03-23 23:23:20,0.0,0.0,0.0,0.0
8169,8170,2020-03-23,Ohio,US,2020-03-23 23:23:20,443.0,6.0,0.0,437.0
8170,8171,2020-03-23,Oklahoma,US,2020-03-23 23:23:20,81.0,2.0,0.0,79.0
8172,8173,2020-03-23,Oregon,US,2020-03-23 23:23:20,191.0,5.0,0.0,186.0
8173,8174,2020-03-23,Pennsylvania,US,2020-03-23 23:23:20,698.0,6.0,0.0,692.0
8175,8176,2020-03-23,Puerto Rico,US,2020-03-23 23:23:20,31.0,2.0,0.0,29.0
8180,8181,2020-03-23,Rhode Island,US,2020-03-23 23:23:20,106.0,0.0,0.0,106.0
8190,8191,2020-03-23,South Carolina,US,2020-03-23 23:23:20,298.0,5.0,0.0,293.0
8191,8192,2020-03-23,South Dakota,US,2020-03-23 23:23:20,28.0,1.0,0.0,27.0
8194,8195,2020-03-23,Tennessee,US,2020-03-23 23:23:20,614.0,2.0,0.0,612.0
8195,8196,2020-03-23,Texas,US,2020-03-23 23:23:20,764.0,9.0,0.0,755.0
8198,8199,2020-03-23,Utah,US,2020-03-23 23:23:20,257.0,1.0,0.0,256.0
8199,8200,2020-03-23,Vermont,US,2020-03-23 23:23:20,75.0,5.0,0.0,70.0
8201,8202,2020-03-23,Virgin Islands,US,2020-03-23 23:23:20,7.0,0.0,0.0,7.0
8202,8203,2020-03-23,Virginia,US,2020-03-23 23:23:20,254.0,6.0,0.0,248.0
8203,8204,2020-03-23,Washington,US,2020-03-23 23:23:20,2221.0,109.0,0.0,2112.0
8204,8205,2020-03-23,West Virginia,US,2020-03-23 23:23:20,16.0,0.0,0.0,16.0
8206,8207,2020-03-23,Wisconsin,US,2020-03-23 23:23:20,425.0,5.0,0.0,420.0
8207,8208,2020-03-23,Wyoming,US,2020-03-23 23:23:20,26.0,0.0,0.0,26.0
8376,8377,2020-03-24,Alabama,US,2020-03-24 23:41:50,298.0,0.0,0.0,298.0
8377,8378,2020-03-24,Alaska,US,2020-03-24 23:41:50,34.0,0.0,0.0,34.0
8379,8380,2020-03-24,American Samoa,US,2020-03-24 23:41:50,0.0,0.0,0.0,0.0
8381,8382,2020-03-24,Arizona,US,2020-03-24 23:41:50,326.0,5.0,0.0,321.0
8382,8383,2020-03-24,Arkansas,US,2020-03-24 23:41:50,219.0,2.0,0.0,217.0
8388,8389,2020-03-24,California,US,2020-03-24 23:41:50,2538.0,50.0,0.0,2488.0
8392,8393,2020-03-24,Colorado,US,2020-03-24 23:41:50,723.0,8.0,0.0,715.0
8393,8394,2020-03-24,Connecticut,US,2020-03-24 23:41:50,618.0,12.0,0.0,606.0
8395,8396,2020-03-24,Delaware,US,2020-03-24 23:41:50,104.0,0.0,0.0,104.0
8397,8398,2020-03-24,Diamond Princess cruise ship,US,2020-03-24 23:41:50,49.0,0.0,0.0,49.0
8398,8399,2020-03-24,District of Columbia,US,2020-03-24 23:41:50,141.0,2.0,0.0,139.0
8400,8401,2020-03-24,Florida,US,2020-03-24 23:41:50,1412.0,18.0,0.0,1394.0
8405,8406,2020-03-24,Georgia,US,2020-03-24 23:41:50,1026.0,32.0,0.0,994.0
8408,8409,2020-03-24,Grand Princess,US,2020-03-24 23:41:50,28.0,1.0,0.0,27.0
8411,8412,2020-03-24,Guam,US,2020-03-24 23:41:50,32.0,1.0,0.0,31.0
8416,8417,2020-03-24,Hawaii,US,2020-03-24 23:41:50,90.0,1.0,0.0,89.0
8423,8424,2020-03-24,Idaho,US,2020-03-24 23:41:50,81.0,0.0,0.0,81.0
8424,8425,2020-03-24,Illinois,US,2020-03-24 23:41:50,1537.0,16.0,0.0,1521.0
8425,8426,2020-03-24,Indiana,US,2020-03-24 23:41:50,368.0,12.0,0.0,356.0
8427,8428,2020-03-24,Iowa,US,2020-03-24 23:41:50,124.0,0.0,0.0,124.0
8432,8433,2020-03-24,Kansas,US,2020-03-24 23:41:50,100.0,2.0,0.0,98.0
8433,8434,2020-03-24,Kentucky,US,2020-03-24 23:41:50,162.0,4.0,0.0,158.0
8435,8436,2020-03-24,Louisiana,US,2020-03-24 23:41:50,1388.0,46.0,0.0,1342.0
8437,8438,2020-03-24,Maine,US,2020-03-24 23:41:50,118.0,0.0,0.0,118.0
8440,8441,2020-03-24,Maryland,US,2020-03-24 23:41:50,349.0,4.0,0.0,345.0
8441,8442,2020-03-24,Massachusetts,US,2020-03-24 23:41:50,1159.0,11.0,0.0,1148.0
8443,8444,2020-03-24,Michigan,US,2020-03-24 23:41:50,1793.0,24.0,0.0,1769.0
8444,8445,2020-03-24,Minnesota,US,2020-03-24 23:41:50,261.0,1.0,0.0,260.0
8445,8446,2020-03-24,Mississippi,US,2020-03-24 23:41:50,320.0,1.0,0.0,319.0
8446,8447,2020-03-24,Missouri,US,2020-03-24 23:41:50,257.0,7.0,0.0,250.0
8447,8448,2020-03-24,Montana,US,2020-03-24 23:41:50,51.0,0.0,0.0,51.0
8449,8450,2020-03-24,Nebraska,US,2020-03-24 23:41:50,66.0,0.0,0.0,66.0
8450,8451,2020-03-24,Nevada,US,2020-03-24 23:41:50,278.0,4.0,0.0,274.0
8453,8454,2020-03-24,New Hampshire,US,2020-03-24 23:41:50,101.0,1.0,0.0,100.0
8454,8455,2020-03-24,New Jersey,US,2020-03-24 23:41:50,3675.0,44.0,0.0,3631.0
8455,8456,2020-03-24,New Mexico,US,2020-03-24 23:41:50,100.0,0.0,0.0,100.0
8457,8458,2020-03-24,New York,US,2020-03-24 23:41:50,25681.0,210.0,0.0,25471.0
8460,8461,2020-03-24,North Carolina,US,2020-03-24 23:41:50,495.0,0.0,0.0,495.0
8461,8462,2020-03-24,North Dakota,US,2020-03-24 23:41:50,36.0,0.0,0.0,36.0
8462,8463,2020-03-24,Northern Mariana Islands,US,2020-03-24 23:41:50,0.0,0.0,0.0,0.0
8466,8467,2020-03-24,Ohio,US,2020-03-24 23:41:50,567.0,8.0,0.0,559.0
8467,8468,2020-03-24,Oklahoma,US,2020-03-24 23:41:50,106.0,3.0,0.0,103.0
8469,8470,2020-03-24,Oregon,US,2020-03-24 23:41:50,210.0,8.0,0.0,202.0
8470,8471,2020-03-24,Pennsylvania,US,2020-03-24 23:41:50,946.0,8.0,0.0,938.0
8472,8473,2020-03-24,Puerto Rico,US,2020-03-24 23:41:50,39.0,2.0,0.0,37.0
8477,8478,2020-03-24,Recovered,US,2020-03-24 23:41:50,0.0,0.0,348.0,-348.0
8479,8480,2020-03-24,Rhode Island,US,2020-03-24 23:41:50,124.0,0.0,0.0,124.0
8489,8490,2020-03-24,South Carolina,US,2020-03-24 23:41:50,342.0,5.0,0.0,337.0
8490,8491,2020-03-24,South Dakota,US,2020-03-24 23:41:50,30.0,1.0,0.0,29.0
8493,8494,2020-03-24,Tennessee,US,2020-03-24 23:41:50,772.0,2.0,0.0,770.0
8494,8495,2020-03-24,Texas,US,2020-03-24 23:41:50,968.0,12.0,0.0,956.0
8497,8498,2020-03-24,Utah,US,2020-03-24 23:41:50,298.0,1.0,0.0,297.0
8498,8499,2020-03-24,Vermont,US,2020-03-24 23:41:50,95.0,7.0,0.0,88.0
8500,8501,2020-03-24,Virgin Islands,US,2020-03-24 23:41:50,17.0,0.0,0.0,17.0
8501,8502,2020-03-24,Virginia,US,2020-03-24 23:41:50,293.0,9.0,0.0,284.0
8502,8503,2020-03-24,Washington,US,2020-03-24 23:41:50,2328.0,116.0,0.0,2212.0
8503,8504,2020-03-24,West Virginia,US,2020-03-24 23:41:50,22.0,0.0,0.0,22.0
8505,8506,2020-03-24,Wisconsin,US,2020-03-24 23:41:50,481.0,5.0,0.0,476.0
8506,8507,2020-03-24,Wyoming,US,2020-03-24 23:41:50,29.0,0.0,0.0,29.0
8679,8680,2020-03-25,Alabama,US,2020-03-25 23:37:49,472.0,1.0,0.0,471.0
8680,8681,2020-03-25,Alaska,US,2020-03-25 23:37:49,41.0,1.0,0.0,40.0
8682,8683,2020-03-25,American Samoa,US,2020-03-25 23:37:49,0.0,0.0,0.0,0.0
8684,8685,2020-03-25,Arizona,US,2020-03-25 23:37:49,401.0,6.0,0.0,395.0
8685,8686,2020-03-25,Arkansas,US,2020-03-25 23:37:49,280.0,2.0,0.0,278.0
8691,8692,2020-03-25,California,US,2020-03-25 23:37:49,2998.0,65.0,0.0,2933.0
8695,8696,2020-03-25,Colorado,US,2020-03-25 23:37:49,1021.0,16.0,0.0,1005.0
8696,8697,2020-03-25,Connecticut,US,2020-03-25 23:37:49,875.0,19.0,0.0,856.0
8698,8699,2020-03-25,Delaware,US,2020-03-25 23:37:49,119.0,0.0,0.0,119.0
8700,8701,2020-03-25,Diamond Princess cruise ship,US,2020-03-25 23:37:49,49.0,0.0,0.0,49.0
8701,8702,2020-03-25,District of Columbia,US,2020-03-25 23:37:49,187.0,2.0,0.0,185.0
8703,8704,2020-03-25,Florida,US,2020-03-25 23:37:49,1682.0,23.0,0.0,1659.0
8708,8709,2020-03-25,Georgia,US,2020-03-25 23:37:49,1247.0,40.0,0.0,1207.0
8711,8712,2020-03-25,Grand Princess,US,2020-03-25 23:37:49,28.0,1.0,0.0,27.0
8714,8715,2020-03-25,Guam,US,2020-03-25 23:37:49,37.0,1.0,0.0,36.0
8719,8720,2020-03-25,Hawaii,US,2020-03-25 23:37:49,91.0,0.0,0.0,91.0
8726,8727,2020-03-25,Idaho,US,2020-03-25 23:37:49,91.0,0.0,0.0,91.0
8727,8728,2020-03-25,Illinois,US,2020-03-25 23:37:49,1865.0,19.0,0.0,1846.0
8728,8729,2020-03-25,Indiana,US,2020-03-25 23:37:49,477.0,14.0,0.0,463.0
8730,8731,2020-03-25,Iowa,US,2020-03-25 23:37:49,146.0,1.0,0.0,145.0
8735,8736,2020-03-25,Kansas,US,2020-03-25 23:37:49,134.0,3.0,0.0,131.0
8736,8737,2020-03-25,Kentucky,US,2020-03-25 23:37:49,197.0,5.0,0.0,192.0
8738,8739,2020-03-25,Louisiana,US,2020-03-25 23:37:49,1795.0,65.0,0.0,1730.0
8740,8741,2020-03-25,Maine,US,2020-03-25 23:37:49,142.0,0.0,0.0,142.0
8743,8744,2020-03-25,Maryland,US,2020-03-25 23:37:49,425.0,4.0,0.0,421.0
8744,8745,2020-03-25,Massachusetts,US,2020-03-25 23:37:49,1838.0,15.0,0.0,1823.0
8746,8747,2020-03-25,Michigan,US,2020-03-25 23:37:49,2296.0,43.0,0.0,2253.0
8747,8748,2020-03-25,Minnesota,US,2020-03-25 23:37:49,286.0,1.0,0.0,285.0
8748,8749,2020-03-25,Mississippi,US,2020-03-25 23:37:49,377.0,3.0,0.0,374.0
8749,8750,2020-03-25,Missouri,US,2020-03-25 23:37:49,354.0,8.0,0.0,346.0
8750,8751,2020-03-25,Montana,US,2020-03-25 23:37:49,65.0,0.0,0.0,65.0
8752,8753,2020-03-25,Nebraska,US,2020-03-25 23:37:49,71.0,0.0,0.0,71.0
8753,8754,2020-03-25,Nevada,US,2020-03-25 23:37:49,323.0,6.0,0.0,317.0
8756,8757,2020-03-25,New Hampshire,US,2020-03-25 23:37:49,108.0,1.0,0.0,107.0
8757,8758,2020-03-25,New Jersey,US,2020-03-25 23:37:49,4402.0,62.0,0.0,4340.0
8758,8759,2020-03-25,New Mexico,US,2020-03-25 23:37:49,113.0,1.0,0.0,112.0
8760,8761,2020-03-25,New York,US,2020-03-25 23:37:49,30841.0,285.0,0.0,30556.0
8763,8764,2020-03-25,North Carolina,US,2020-03-25 23:37:49,590.0,2.0,0.0,588.0
8764,8765,2020-03-25,North Dakota,US,2020-03-25 23:37:49,45.0,0.0,0.0,45.0
8765,8766,2020-03-25,Northern Mariana Islands,US,2020-03-25 23:37:49,0.0,0.0,0.0,0.0
8769,8770,2020-03-25,Ohio,US,2020-03-25 23:37:49,704.0,11.0,0.0,693.0
8770,8771,2020-03-25,Oklahoma,US,2020-03-25 23:37:49,164.0,5.0,0.0,159.0
8772,8773,2020-03-25,Oregon,US,2020-03-25 23:37:49,266.0,10.0,0.0,256.0
8773,8774,2020-03-25,Pennsylvania,US,2020-03-25 23:37:49,1260.0,15.0,0.0,1245.0
8775,8776,2020-03-25,Puerto Rico,US,2020-03-25 23:37:49,51.0,2.0,0.0,49.0
8780,8781,2020-03-25,Recovered,US,2020-03-25 23:37:49,0.0,0.0,361.0,-361.0
8782,8783,2020-03-25,Rhode Island,US,2020-03-25 23:37:49,132.0,0.0,0.0,132.0
8792,8793,2020-03-25,South Carolina,US,2020-03-25 23:37:49,424.0,7.0,0.0,417.0
8793,8794,2020-03-25,South Dakota,US,2020-03-25 23:37:49,41.0,1.0,0.0,40.0
8796,8797,2020-03-25,Tennessee,US,2020-03-25 23:37:49,916.0,3.0,0.0,913.0
8797,8798,2020-03-25,Texas,US,2020-03-25 23:37:49,1248.0,15.0,0.0,1233.0
8800,8801,2020-03-25,Utah,US,2020-03-25 23:37:49,340.0,1.0,0.0,339.0
8801,8802,2020-03-25,Vermont,US,2020-03-25 23:37:49,125.0,8.0,0.0,117.0
8803,8804,2020-03-25,Virgin Islands,US,2020-03-25 23:37:49,17.0,0.0,0.0,17.0
8804,8805,2020-03-25,Virginia,US,2020-03-25 23:37:49,396.0,9.0,0.0,387.0
8805,8806,2020-03-25,Washington,US,2020-03-25 23:37:49,2591.0,133.0,0.0,2458.0
8806,8807,2020-03-25,West Virginia,US,2020-03-25 23:37:49,39.0,0.0,0.0,39.0
8808,8809,2020-03-25,Wisconsin,US,2020-03-25 23:37:49,621.0,7.0,0.0,614.0
8809,8810,2020-03-25,Wyoming,US,2020-03-25 23:37:49,44.0,0.0,0.0,44.0
8984,8985,2020-03-26,Alabama,US,2020-03-26 23:53:24,574.0,1.0,0.0,573.0
8985,8986,2020-03-26,Alaska,US,2020-03-26 23:53:24,56.0,1.0,0.0,55.0
8987,8988,2020-03-26,American Samoa,US,2020-03-26 23:53:24,0.0,0.0,0.0,0.0
8989,8990,2020-03-26,Arizona,US,2020-03-26 23:53:24,508.0,8.0,0.0,500.0
8990,8991,2020-03-26,Arkansas,US,2020-03-26 23:53:24,335.0,2.0,0.0,333.0
8996,8997,2020-03-26,California,US,2020-03-26 23:53:24,3899.0,81.0,0.0,3818.0
9000,9001,2020-03-26,Colorado,US,2020-03-26 23:53:24,1430.0,19.0,0.0,1411.0
9001,9002,2020-03-26,Connecticut,US,2020-03-26 23:53:24,1012.0,21.0,0.0,991.0
9003,9004,2020-03-26,Delaware,US,2020-03-26 23:53:24,130.0,1.0,0.0,129.0
9005,9006,2020-03-26,Diamond Princess cruise ship,US,2020-03-26 23:53:24,49.0,0.0,0.0,49.0
9006,9007,2020-03-26,District of Columbia,US,2020-03-26 23:53:24,231.0,3.0,0.0,228.0
9008,9009,2020-03-26,Florida,US,2020-03-26 23:53:24,2357.0,29.0,0.0,2328.0
